Dc,0,0.18,0.36,0.54,0.72,0.9,1.08,1.26,1.44,1.62,1.8,1.98,2.16,2.34,2.52,2.7,2.88,3.06,3.24,3.42,3.6
0,0.192562603,0.271059782,0.350430601,0.430194391,0.510166947,0.590263271,0.670438878,0.750668279,0.830935835,0.911231427,0.991548219,1.071881426,1.152227605,1.232584208,1.312949316,1.393321451,1.473699461,1.554082432,1.634469628,1.714860455,1.795254423
0.0025,0.163711671,0.229166007,0.295436907,0.362076787,0.428912964,0.495865557,0.56289272,0.629970469,0.69708409,0.76422406,0.831383948,0.898559258,0.965746748,1.032944026,1.100149288,1.167361147,1.234578517,1.301800541,1.36902653,1.436255924,1.503488264
0.005,0.143041625,0.199191723,0.256105817,0.313365607,0.370809142,0.428361495,0.485983451,0.54365256,0.601355065,0.659082076,0.716827593,0.774587426,0.832358558,0.890138765,0.947926368,1.005720078,1.06351889,1.121322008,1.179128791,1.236938722,1.294751375
0.0075,0.127504919,0.176696222,0.226603444,0.276833969,0.327235718,0.377738503,0.428305698,0.478916402,0.529557842,0.580221786,0.630902691,0.681596694,0.73230102,0.783013624,0.833732967,0.884457868,0.935187408,0.985920859,1.036657637,1.08739727,1.138139369
0.01,0.115400506,0.159200802,0.203673402,0.248447977,0.293381413,0.338407986,0.383493594,0.428618877,0.473772062,0.518945596,0.564134414,0.609334998,0.654544829,0.699762057,0.744985293,0.790213475,0.835445776,0.880681545,0.92592026,0.971161497,1.016404913
0.0125,0.105704152,0.145212963,0.185354877,0.225778673,0.266349249,0.307005036,0.34771435,0.388459344,0.42922925,0.470017205,0.510818639,0.551630393,0.59245022,0.633276477,0.674107935,0.714943661,0.755782929,0.796625169,0.837469927,0.878316835,0.919165596
0.015,0.097762278,0.133780298,0.170396563,0.207276012,0.244290584,0.281382505,0.31852237,0.3556938,0.392887018,0.430095858,0.467316251,0.504545411,0.541781374,0.579022713,0.616268373,0.653517553,0.690769637,0.728024146,0.765280696,0.802538983,0.839798757
0.0175,0.091138201,0.124266447,0.157962339,0.191904258,0.225970208,0.26010581,0.294283772,0.32848911,0.362713014,0.396950003,0.431196514,0.465450143,0.499709213,0.533972525,0.568239201,0.602508585,0.636780176,0.671053588,0.705328518,0.739604726,0.773882018
0.02,0.085529055,0.116230042,0.147472229,0.178944965,0.210531343,0.242179956,0.27386542,0.305574059,0.33729798,0.369032373,0.400774174,0.432521358,0.464272544,0.496026763,0.527783321,0.559541711,0.591301553,0.623062562,0.654824517,0.686587248,0.718350619
0.0225,0.08071818,0.109355328,0.13851127,0.167884077,0.197360981,0.226893093,0.25645672,0.286039371,0.315634011,0.345236471,0.374844169,0.404455455,0.434069238,0.463684784,0.493301585,0.522919286,0.552537632,0.582156442,0.611775582,0.641394954,0.671014484
0.025,0.076546485,0.103410446,0.130774701,0.158344031,0.186008885,0.213722436,0.241462431,0.269217427,0.296981173,0.32475009,0.352522058,0.380295784,0.408070463,0.435845589,0.463620842,0.491396018,0.51917099,0.546945681,0.574720047,0.602494064,0.630267725
0.0275,0.072894522,0.098221302,0.124033638,0.150041231,0.176136876,0.202275335,0.228435537,0.254606931,0.280783953,0.306963562,0.333144058,0.359324485,0.385504309,0.411683246,0.437861154,0.464037981,0.490213725,0.516388414,0.542562093,0.568734815,0.594906637
0.03,0.069670861,0.09365463,0.118112829,0.142758495,0.167485949,0.192251084,0.217033732,0.241824066,0.266617102,0.291410264,0.316202227,0.34099234,0.36578032,0.390566087,0.415349671,0.440131164,0.464910684,0.489688361,0.514464328,0.539238713,0.564011637
0.0325,0.066804327,0.089606689,0.112875799,0.136326652,0.159854333,0.183415419,0.206990362,0.23056988,0.254149449,0.277726876,0.301301156,0.324871902,0.348439052,0.372002711,0.395563066,0.419120341,0.442674766,0.466226568,0.489775963,0.51332315,0.536868312
0.035,0.06423869,0.085995514,0.10821468,0.130611939,0.153082453,0.175583044,0.198094512,0.220607931,0.243119106,0.265626138,0.288128274,0.310625346,0.333117476,0.355604929,0.378088027,0.40056711,0.42304251,0.44551454,0.46798349,0.490449628,0.512913193
0.0375,0.061928936,0.082755487,0.104043075,0.125507174,0.147042392,0.168605398,0.19017706,0.21174862,0.233316081,0.254877736,0.276433015,0.297981911,0.319524691,0.341061745,0.362593506,0.38412041,0.405642874,0.427161284,0.448675998,0.470187337,0.491695595
0.04,0.059838602,0.079833457,0.100290962,0.120925434,0.141630367,0.162361893,0.183100694,0.20383799,0.224569841,0.245294636,0.266011905,0.286721744,0.307424517,0.328120703,0.348810815,0.369495363,0.390174826,0.41084965,0.431520244,0.452186976,0.472850179
0.0425,0.057937839,0.077185913,0.096900987,0.11679547,0.136761243,0.15675356,0.176752662,0.196749569,0.216740263,0.236723121,0.256697695,0.27666412,0.296622804,0.316574276,0.336519096,0.356457816,0.37639096,0.396319011,0.416242414,0.436161569,0.456076839
0.045,0.056201979,0.074776896,0.093825714,0.113058302,0.132364489,0.151698333,0.171039405,0.19037835,0.20971094,0.229035435,0.248351329,0.267658729,0.286958037,0.306249783,0.32553454,0.344812875,0.364085327,0.383352398,0.402614548,0.421872195,0.441125718
0.0475,0.054610453,0.072576425,0.091025568,0.109664676,0.128381137,0.147127529,0.16588254,0.184636275,0.20338417,0.222124269,0.240855924,0.259579149,0.278294286,0.297001824,0.315702308,0.334396289,0.353084296,0.371766824,0.39044433,0.409117233,0.427785912
0.05,0.053145978,0.070559311,0.08846727,0.106573124,0.124761477,0.142983171,0.161215814,0.179448819,0.197677165,0.215898585,0.234112211,0.252317901,0.270515882,0.288706556,0.306890406,0.325067933,0.343239627,0.361405954,0.379567348,0.397724209,0.415876901
